seed,parameter,parameter_label,objective,cell,parameter_value,loss,analytic_gradient,psth_sse,cv_squared_error,firing_rate_hz,spike_count,sim_cv,cv_valid,numerical_slope,left_secant,right_secant,is_interior,update_nonzero,secants_consistent,cv_stencil_valid,cv_stencil_invalid,seed_qualified,seed_aligned
456,rel_ref_c,Relative refractory c,CV squared error,2,0.6000000238418579,0.3583820164203644,-14669.3095703125,1426.0,0.3583820164203644,17.482634810912383,521.0,0.6016587615013123,True,0.0,0.0,0.0,True,True,False,True,False,False,False
456,rel_ref_c,Relative refractory c,CV squared error,2,0.6800000071525574,0.3583820164203644,-14669.3095703125,1426.0,0.3583820164203644,17.482634810912383,521.0,0.6016587615013123,True,0.0,0.0,0.0,True,True,False,True,False,False,False
456,rel_ref_c,Relative refractory c,CV squared error,2,0.7599999904632568,0.3583820164203644,-14669.3095703125,1426.0,0.3583820164203644,17.482634810912383,521.0,0.6016587615013123,True,0.0,0.0,0.0,True,True,False,True,False,False,False
456,rel_ref_c,Relative refractory c,CV squared error,2,0.8399999737739563,0.3583820164203644,-14669.3095703125,1426.0,0.3583820164203644,17.482634810912383,521.0,0.6016587615013123,True,0.0,0.0,0.0,True,True,False,True,False,False,False
456,rel_ref_c,Relative refractory c,CV squared error,2,0.9200000166893004,0.3583820164203644,-14669.3095703125,1426.0,0.3583820164203644,17.482634810912383,521.0,0.6016587615013123,True,0.0,0.0,0.0,True,True,False,True,False,False,False
456,rel_ref_c,Relative refractory c,CV squared error,2,1.0,0.3583820164203644,-14669.3095703125,1426.0,0.3583820164203644,17.482634810912383,521.0,0.6016587615013123,True,0.0,0.0,,False,True,False,False,False,False,False
456,rel_ref_c,Relative refractory c,CV squared error,7,0.2000000029802322,0.3983708024024963,-8108.4794921875,2661.0,0.3983708024024963,14.932384819301364,445.0,1.0696585178375244,True,-0.22623055188873145,,-0.22623055188873145,False,True,False,False,False,False,True
456,rel_ref_c,Relative refractory c,CV squared error,7,0.2800000011920929,0.3802723586559295,-7714.71630859375,2685.0,0.3802723586559295,15.267944028723868,455.0,1.0841624736785889,True,-0.16974191963425111,-0.22623055188873145,-0.11325327685794175,True,True,True,True,False,True,True
456,rel_ref_c,Relative refractory c,CV squared error,7,0.3600000143051147,0.3712120950222015,-7492.318359375,2719.0,0.3712120950222015,15.335055870608368,457.0,1.091552972793579,True,-0.09117833651444451,-0.11325327685794175,-0.06910340439450231,True,True,True,True,False,True,True
456,rel_ref_c,Relative refractory c,CV squared error,7,0.4399999976158142,0.3656838238239288,-7354.07373046875,2780.0,0.3656838238239288,15.43572363343512,460.0,1.096106767654419,True,-0.035359904096106565,-0.06910340439450231,-0.0016164037977100401,True,True,True,True,False,True,True
456,rel_ref_c,Relative refractory c,CV squared error,7,0.5199999809265137,0.3655545115470886,-7322.05859375,2790.0,0.3655545115470886,15.43572363343512,460.0,1.096213698387146,True,-0.0008082021999333833,-0.0016164037977100401,0.0,True,True,False,True,False,False,True
456,rel_ref_c,Relative refractory c,CV squared error,7,0.6000000238418579,0.3655545115470886,-7322.05859375,2790.0,0.3655545115470886,15.43572363343512,460.0,1.096213698387146,True,0.0,0.0,0.0,True,True,False,True,False,False,False
456,rel_ref_c,Relative refractory c,CV squared error,7,0.6800000071525574,0.3655545115470886,-7322.05859375,2790.0,0.3655545115470886,15.43572363343512,460.0,1.096213698387146,True,0.0,0.0,0.0,True,True,False,True,False,False,False
