init_id,cell,log_offset,epsilon,center_gain,gain_mean,loss_mean,loss_ci_low,loss_ci_high,loss_sem,delta_loss_mean,delta_loss_ci_low,delta_loss_ci_high,delta_loss_sem,analytic_log_mean,analytic_log_ci_low,analytic_log_ci_high,firing_rate_mean_hz
1,7,0.05,0.05,0.0054341284558176,0.005712741985917,16954.5,16850.467089823767,17058.532910176233,43.995535487787194,408.875,290.7819981515346,526.9680018484654,49.94155065817297,40629.871260476066,38856.48283991838,42403.25968103375,88.56246434683399
1,7,0.1,0.1,0.0054341284558176,0.0060056410729885,17338.375,17209.01120582548,17467.73879417452,54.7079706585012,792.75,694.7772038481628,890.7227961518372,41.43271223148616,40629.871260476066,38856.48283991838,42403.25968103375,89.49364115298144
2,1,-0.1,0.1,0.0166266057640314,0.0150443753227591,81350.25,81115.84285693227,81584.65714306773,99.13082085233201,-2444.0,-2654.4610470392126,-2233.5389529607874,89.00401275062987,3399689.8654364683,3322409.293405243,3476970.4374676934,216.23854904197844
2,1,-0.05,0.05,0.0166266057640314,0.0158157162368297,82548.25,82411.34753990857,82685.15246009143,57.89607376275922,-1246.0,-1393.7640161537468,-1098.2359838462532,62.4894276772365,3399689.8654364683,3322409.293405243,3476970.4374676934,217.417200765075
2,1,-0.02,0.02,0.0166266057640314,0.0162973776459693,83336.125,83142.6472685607,83529.6027314393,81.82176568178978,-458.125,-594.7622278957408,-321.48777210425925,57.78390702188876,3399689.8654364683,3322409.293405243,3476970.4374676934,218.20576490721788
2,1,-0.01,0.01,0.0166266057640314,0.0164611674845218,83537.25,83311.7616802733,83762.7383197267,95.35904893761112,-257.0,-384.40867939400505,-129.59132060599495,53.881152283786314,3399689.8654364683,3322409.293405243,3476970.4374676934,218.4448508439314
2,1,-0.005,0.005,0.0166266057640314,0.0165436808019876,83665.0,83431.48170336439,83898.51829663561,98.7549275443292,-129.25,-260.93381608809375,2.433816088093721,55.6891083221332,3399689.8654364683,3322409.293405243,3476970.4374676934,218.55810207711147
2,1,-0.0025,0.0025,0.0166266057640314,0.0165850911289453,83783.25,83523.93956219066,84042.56043780934,109.66242845334818,-11.0,-101.81731646378246,79.81731646378246,38.40665864887791,3399689.8654364683,3322409.293405243,3476970.4374676934,218.63360289923156
2,1,0.0,0.0,0.0166266057640314,0.0166266057640314,83794.25,83584.06489145449,84004.43510854551,88.8873183144978,0.0,0.0,0.0,0.0,3399689.8654364683,3322409.293405243,3476970.4374676934,218.69232576088052
2,1,0.0025,0.0025,0.0166266057640314,0.0166682247072458,83858.5,83642.2439708747,84074.7560291253,91.45471166492345,64.25,-14.513325648983837,143.01332564898382,33.30902387384793,3399689.8654364683,3322409.293405243,3476970.4374676934,218.7300761719405
2,1,0.005,0.005,0.0166266057640314,0.0167099460959434,83903.625,83668.7509675849,84138.4990324151,99.32826843710849,109.375,-26.106780888370707,244.8567808883707,57.295268285061226,3399689.8654364683,3322409.293405243,3476970.4374676934,218.76782658300053
2,1,0.01,0.01,0.0166266057640314,0.016793705523014,83998.25,83738.29271616845,84258.20728383155,109.93597974665592,204.0,115.69330259379092,292.3066974062091,37.34491742048517,3399689.8654364683,3322409.293405243,3476970.4374676934,218.8726888359451
2,1,0.02,0.02,0.0166266057640314,0.0169624853879213,84126.75,83910.91048692296,84342.58951307704,91.27856695694936,332.5,250.30349000492976,414.69650999507024,34.760918120375194,3399689.8654364683,3322409.293405243,3476970.4374676934,219.05724640112746
2,1,0.05,0.05,0.0166266057640314,0.0174790695309638,84752.125,84599.65359192409,84904.59640807591,64.48018452539176,957.875,796.6548626015588,1119.0951373984412,68.18002365062658,3399689.8654364683,3322409.293405243,3476970.4374676934,219.6654474682057
2,1,0.1,0.1,0.0166266057640314,0.0183752421289682,85589.25,85415.2338108622,85763.2661891378,73.59147611743398,1795.0,1618.5596851908956,1971.4403148091044,74.61663927799788,3399689.8654364683,3322409.293405243,3476970.4374676934,220.600818764471
2,2,-0.1,0.1,0.0100537622347474,0.0090970201417803,229088.625,227853.8856216834,230323.3643783166,522.1714940481035,-13601.75,-14327.408420272874,-12876.091579727126,306.8810699137836,2126017.9864548333,2094905.1995723646,2157130.7733373023,296.32394886077645
2,2,-0.05,0.05,0.0100537622347474,0.0095634348690509,236150.5,235100.27126980736,237200.72873019264,444.1419094324309,-6539.875,-6915.66123971882,-6164.08876028118,158.92006498101938,2126017.9864548333,2094905.1995723646,2157130.7733373023,300.65685715244456
2,2,-0.02,0.02,0.0100537622347474,0.0098546845838427,239971.0,238885.32289323246,241056.67710676754,459.1330339423889,-2719.375,-3052.16261766026,-2386.58738233974,140.73594036604254,2126017.9864548333,2094905.1995723646,2157130.7733373023,302.9764101875776
2,2,-0.01,0.01,0.0100537622347474,0.0099537260830402,241135.625,239882.2333815402,242389.0166184598,530.0595295914546,-1554.75,-1749.7228359687913,-1359.7771640312087,82.45404564275267,2126017.9864548333,2094905.1995723646,2157130.7733373023,303.72302942854265
2,2,-0.005,0.005,0.0100537622347474,0.0100036188960075,241849.25,240755.31015504728,242943.18984495272,462.627347332602,-841.125,-1151.762565059687,-530.487434940313,131.36867933687347,2126017.9864548333,2094905.1995723646,2157130.7733373023,304.12989496996744
2,2,-0.0025,0.0025,0.0100537622347474,0.0100286593660712,242176.25,240956.26348993235,243396.23651006765,515.932503545072,-514.125,-713.4576738917772,-314.7923261082229,84.29782184527156,2126017.9864548333,2094905.1995723646,2157130.7733373023,304.31864702526764
2,2,0.0,0.0,0.0100537622347474,0.0100537622347474,242690.375,241480.8680494276,243899.8819505724,511.50069604407327,0.0,0.0,0.0,0.0,2126017.9864548333,2094905.1995723646,2157130.7733373023,304.6332337841012
2,2,0.0025,0.0025,0.0100537622347474,0.0100789284333586,242942.875,241836.46722627056,244049.28277372944,467.90003654245265,252.5,17.511189379806467,487.48881062019353,99.37680815965061,2126017.9864548333,2094905.1995723646,2157130.7733373023,304.76745746787014
2,2,0.005,0.005,0.0100537622347474,0.0101041570305824,243036.625,241889.57104863596,244183.67895136404,485.0893120086238,346.25,165.31167895241114,527.1883210475888,76.51884688474748,2126017.9864548333,2094905.1995723646,2157130.7733373023,304.8555417603436
2,2,0.01,0.01,0.0100537622347474,0.0101548042148351,243825.125,242709.70761423564,244940.54238576436,471.7102030113404,1134.75,701.3330736046753,1568.1669263953247,183.29209222284678,2126017.9864548333,2094905.1995723646,2157130.7733373023,305.35049159424176
